"","c...106.079272..35.032347.....106.068962..35.027495.....106.538399..35.192296..."
"870","-106.320663, 35.578508"
"871","-106.320663, 35.578508"
"872","-105.602817, 36.458552"
"873","-106.860111, 32.301083"
"874","-106.867006, 32.300439"
"875","-104.412166, 32.883944"
"876","-108.187697, 32.759428"
"877","-108.187496, 32.759319"
"878","-108.210448, 32.767375"
"879","-108.210448, 32.767375"
"880","-108.210448, 32.767375"
"881","-108.210365, 32.767375"
"882","-108.442853, 35.457246"
"883","-108.44353, 35.45949"
"884","-108.666111, 35.549444"
"885","-105.690027, 32.984138"
"886","-105.903442, 36.215156"
"887","-105.901964, 36.214467"
"888","-105.9, 36.215133"
"889","-106.57094, 35.309977"
"890","-106.571111, 35.325"
"891","-106.571111, 35.325"
"892","-106.571032, 35.309534"
"893","-106.571032, 35.309534"
"894","-106.57094, 35.309977"
"895","-108.118927, 36.771343"
"896","-108.118912, 36.770752"
"897","-105.999467, 35.998913"
"898","-106.865889, 32.313083"
"899","-106.864599, 32.308034"
"900","-106.863694, 32.307861"
"901","-106.863694, 32.307861"
"902","-106.865046, 32.307816"
"903","-106.859213, 32.309713"
"904","-106.865046, 32.307816"
"905","-108.22312, 32.858818"
"906","-106.53946, 35.305319"
"907","-106.539417, 35.305336"
"908","-106.539417, 35.305336"
"909","-108.232444, 36.772875"
"910","-108.235487, 36.829613"
"911","-108.19204, 36.907128"
"912","-108.172586, 36.942354"
"913","-108.190133, 36.928029"
"914","-106.765331, 34.788335"
"915","-106.765216, 34.789053"
"916","-106.770861, 34.780612"
"917","-106.64027, 32.408189"
"918","-106.646937, 32.408053"
"919","-106.035828, 35.959024"
"920","-106.694, 34.990389"
"921","-106.693806, 34.990472"
"922","-106.683403, 32.402609"
"923","-106.684002, 32.388792"
"924","-106.685248, 32.394638"
"925","-106.688087, 32.395445"
"926","-106.683462, 32.402335"
"927","-107.926666, 36.723333"
"928","-107.927291, 36.722779"
"929","-107.927124, 36.722617"
"930","-106.706316, 34.976806"
"931","-106.706111, 34.976777"
"932","-106.61275, 35.22975"
"933","-106.706111, 35.976778"
"934","-106.481749, 35.319503"
"935","-106.477581, 35.305983"
"936","-106.477581, 35.305983"
"937","-106.472972, 35.312138"
"938","-106.900874, 36.178629"
"939","-106.912818, 36.176129"
"940","-106.915318, 36.175851"
"941","-106.912263, 36.181962"
"942","-106.918796, 36.172456"
"943","-106.95094, 36.20108"
"944","-106.670818, 35.225369"
"945","-106.670553, 35.227757"
"946","-106.677673, 35.239434"
"947","-106.679444, 35.249113"
"948","-106.668651, 35.246509"
"949","-106.702191, 35.263339"
"950","-106.707823, 35.272135"
"951","-106.732412, 35.273698"
"952","-106.784545, 35.323124"
"953","-106.662875, 35.273214"
"954","-106.570086, 35.32338"
"955","-106.590347, 35.320717"
"956","-106.802667, 35.275065"
"957","-106.772346, 35.262516"
"958","-106.70213, 35.263325"
"959","-106.69355, 35.292316"
"960","-106.68203, 35.354641"
"961","-106.699172, 35.228097"
"962","-106.692894, 35.291874"
"963","-106.669285, 35.261545"
"964","-106.784544, 35.323124"
"965","-106.803254, 35.275105"
"966","-106.70213, 35.263325"
"967","-106.68203, 35.354641"
"968","-106.731827, 35.273658"
"969","-106.669899, 35.227745"
"970","-106.677673, 35.239434"
"971","-106.590347, 35.323678"
"972","-106.692894, 35.291874"
"973","-106.7351, 35.25179"
"974","-106.772346, 35.262514"
"975","-106.692894, 35.291874"
"976","-106.765331, 34.788335"
"977","-106.765216, 34.789053"
"978","-106.764748, 34.78828"
"979","-106.764314, 34.788184"
"980","-106.689944, 35.071592"
"981","-106.688135, 35.079212"
"982","-106.688776, 35.087265"
"983","-106.69562, 35.085922"
"984","-106.60363, 35.072545"
"985","-106.600304, 35.077657"
"986","-106.637323, 35.118083"
"987","-106.637178, 35.119582"
"988","-106.634774, 35.118674"
"989","-106.639573, 35.118232"
"990","-106.564002, 35.107933"
"991","-106.571381, 35.10138"
"992","-106.574829, 35.111241"
"993","-106.55928, 35.100491"
"994","-106.743083, 35.111434"
"995","-106.733913, 35.112823"
"996","-106.741111, 35.0675"
"997","-106.668902, 35.111393"
"998","-106.680285, 35.11972"
"999","-106.679301, 35.10849"
"1000","-106.687929, 35.10775"
"1001","-106.688387, 35.101628"
"1002","-106.67544, 35.114627"
"1003","-106.686266, 35.115554"
"1004","-106.664057, 35.140464"
"1005","-106.668611, 35.1325"
"1006","-106.674387, 35.134784"
"1007","-106.651324, 35.140029"
"1008","-106.657526, 35.134489"
"1009","-106.73041, 35.053052"
"1010","-106.729052, 35.046949"
"1011","-106.732775, 35.041086"
"1012","-106.573166, 35.131099"
"1013","-106.569077, 35.124851"
"1014","-106.590124, 32.003099"
"1015","-106.593744, 32.001464"
"1016","-106.569054, 35.137298"
"1017","-106.507811, 35.074907"
"1018","-106.508911, 35.085325"
"1019","-106.511313, 35.091241"
"1020","-106.518446, 35.096429"
"1021","-106.523916, 35.072633"
"1022","-106.520025, 35.068938"
"1023","-106.529121, 35.087655"
"1024","-106.533225, 35.080663"
"1025","-106.538825, 35.08674"
"1026","-106.549827, 35.086767"
"1027","-106.544967, 35.080686"
"1028","-106.527724, 35.098157"
"1029","-106.537582, 35.102379"
"1030","-106.559013, 35.094129"
"1031","-106.630158, 35.052264"
"1032","-106.532806, 35.159213"
"1033","-106.531669, 35.133938"
"1034","-106.538367, 35.13919"
"1035","-106.530471, 35.14326"
"1036","-106.531188, 35.154453"
"1037","-106.539939, 35.14759"
"1038","-106.539245, 35.068186"
"1039","-106.553512, 35.069963"
"1040","-106.561607, 35.079187"
"1041","-106.562949, 35.072233"
"1042","-106.64734, 35.054597"
"1043","-106.642106, 35.060979"
"1044","-106.650903, 35.061967"
"1045","-106.64525, 35.048857"
"1046","-106.762222, 32.336667"
"1047","-106.749722, 32.331111"
"1048","-106.747222, 32.305"
"1049","-106.671944, 32.417222"
"1050","-106.767336, 32.305675"
"1051","-106.671944, 32.424167"
"1052","-106.774171, 32.320649"
"1053","-106.7525, 32.322222"
"1054","-106.759444, 32.3325"
"1055","-106.770556, 32.301111"
"1056","-106.740278, 32.304444"
"1057","-106.780169, 32.284281"
"1058","-106.811389, 32.301667"
"1059","-106.778889, 32.283333"
"1060","-106.604784, 32.431845"
"1061","-106.749544, 32.317759"
"1062","-106.660244, 32.432517"
"1063","-106.615826, 31.822757"
"1064","-106.620661, 31.81908"
"1065","-106.599521, 31.819261"
"1066","-106.623423, 31.826917"
"1067","-106.66142, 31.829656"
"1068","-106.616368, 31.82277"
"1069","-106.599521, 31.819261"
"1070","-105.569649, 36.413414"
"1071","-105.088752, 34.98075"
"1072","-105.088461, 34.980133"
"1073","-105.085938, 34.980541"
"1074","-103.251255, 35.233716"
"1075","-103.251255, 34.248888"
"1076","-105.65017, 36.52908"
"1077","-105.65017, 36.52905"
"1078","-106.635805, 35.163694"
"1079","-106.235513, 35.09705"
"1080","-106.235541, 35.097288"
"1081","-106.23553, 35.097158"
"1082","-105.669944, 33.422888"
"1083","-105.882702, 32.958258"
"1084","-103.628686, 34.428905"
"1085","-106.457308, 35.308097"
"1086","-106.457308, 35.308097"
"1087","-106.459519, 35.307319"
"1088","-105.989277, 35.598666"
"1089","-106.033633, 35.614643"
"1090","-106.001216, 35.618726"
"1091","-106.033633, 35.614643"
"1092","-106.014716, 35.696891"
"1093","-106.001216, 35.618726"
"1094","-106.033633, 35.614643"
"1095","-108.609432, 32.966327"
"1096","-108.608983, 32.966283"
"1097","-108.609016, 32.966746"
"1098","-108.609113, 32.967082"
"1099","-105.651583, 34.146638"
"1100","-105.723833, 34.188138"
"1101","-105.725138, 34.189027"
"1102","-105.723846, 34.188097"
"1103","-105.599722, 34.247277"
"1104","-105.599694, 34.247083"
"1105","-105.723916, 34.188152"
"1106","-105.528694, 33.498667"
"1107","-105.527639, 33.485917"
"1108","-105.527638, 33.487805"
"1109","-105.3829, 33.492106"
"1110","-105.390777, 33.491527"
"1111","-105.391, 33.492444"
"1112","-105.3825, 33.491944"
"1113","-105.390222, 33.491527"
"1114","-105.730833, 33.372889"
"1115","-105.705639, 33.551194"
"1116","-105.706175, 33.551274"
"1117","-106.593366, 32.144484"
"1118","-105.652208, 33.353416"
"1119","-105.63625, 33.312111"
"1120","-105.713861, 33.394972"
"1121","-105.73835, 33.403716"
"1122","-105.736861, 33.401972"
"1123","-105.737222, 33.400722"
"1124","-105.645766, 33.374052"
"1125","-105.721444, 33.337"
"1126","-105.629027, 33.327416"
"1127","-105.674167, 33.393333"
"1128","-105.64546, 33.379709"
"1129","-105.725556, 33.336389"
"1130","-105.674361, 33.393194"
"1131","-105.708388, 33.394944"
"1132","-105.716972, 33.394222"
"1133","-105.716944, 33.394167"
"1134","-105.668666, 33.394972"
"1135","-105.673388, 33.397"
"1136","-105.676166, 33.395055"
"1137","-105.697528, 33.401194"
"1138","-105.700389, 33.399222"
"1139","-105.681972, 33.398222"
"1140","-105.68475, 33.322833"
"1141","-105.627055, 33.324916"
"1142","-105.635805, 33.312"
"1143","-105.700389, 33.399222"
"1144","-105.718389, 33.393111"
"1145","-106.80305, 32.320219"
"1146","-106.803028, 32.320103"
"1147","-105.587953, 33.326189"
"1148","-105.591765, 33.331727"
"1149","-105.591849, 33.331739"
"1150","-105.587953, 33.326189"
"1151","-105.591936, 33.331775"
"1152","-106.812843, 32.355316"
"1153","-106.812772, 32.355127"
"1154","-106.813333, 32.355219"
"1155","-106.527778, 35.173611"
"1156","-106.555278, 35.175278"
"1157","-106.729167, 35.159722"
"1158","-106.738889, 35.074444"
"1159","-106.714732, 35.155207"
"1160","-106.605141, 35.066449"
"1161","-106.609879, 35.061982"
"1162","-106.588165, 35.065419"
"1163","-106.583763, 35.104305"
"1164","-106.572586, 35.173239"
"1165","-106.577934, 35.16878"
"1166","-106.708498, 35.11172"
"1167","-106.697771, 35.109733"
"1168","-106.5437, 35.074453"
"1169","-106.542426, 35.120011"
"1170","-106.716533, 35.147863"
"1171","-106.559013, 35.094129"
"1172","-106.697771, 35.109733"
"1173","-106.689944, 35.071592"
"1174","-106.542426, 35.120011"
"1175","-106.583763, 35.104305"
"1176","-106.708498, 35.11172"
"1177","-106.500278, 35.000278"
"1178","-106.563422, 35.107886"
"1179","-106.676389, 35.112222"
"1180","-106.722586, 35.131053"
"1181","-106.506667, 35.075"
"1182","-106.516667, 35.083333"
"1183","-106.629578, 35.052217"
"1184","-106.533333, 35.133333"
"1185","-106.527778, 35.173611"
"1186","-106.539106, 35.068478"
"1187","-106.562369, 35.072186"
"1188","-106.646944, 35.054444"
"1189","-106.606944, 35.113333"
"1190","-106.559731, 35.128844"
"1191","-106.55, 35.13"
"1192","-106.633333, 35.066667"
"1193","-106.715, 35.15"
"1194","-106.571358, 35.173261"
"1195","-106.441146, 32.036717"
"1196","-106.704225, 34.86458"
"1197","-106.691808, 34.844966"
"1198","-106.704225, 34.86458"
"1199","-106.691808, 34.844966"
"1200","-106.230859, 35.887247"
"1201","-106.238305, 34.890527"
"1202","-106.237219, 35.890681"
"1203","-108.609855, 32.966822"
"1204","-108.210585, 32.767728"
"1205","-105.604166, 36.465916"
"1206","-105.936778, 32.967979"
"1207","-105.939556, 32.95168"
"1208","-105.936566, 32.955072"
"1209","-105.939674, 32.974255"
"1210","-105.937402, 32.946935"
"1211","-105.939824, 32.947262"
"1212","-105.935505, 32.970191"
"1213","-105.918646, 32.863374"
"1214","-105.939365, 32.951121"
"1215","-105.669555, 33.417722"
"1216","-105.669555, 33.417722"
"1217","-105.980575, 32.804921"
"1218","-105.981048, 32.807615"
"1219","-105.980613, 32.813546"
"1220","-105.982101, 32.817987"
"1221","-106.610364, 32.409324"
"1222","-106.610272, 32.408504"
"1223","-105.710138, 32.957027"
"1224","-105.706888, 32.952111"
"1225","-105.706638, 32.952138"
"1226","-105.703722, 32.950138"
"1227","-105.704222, 32.951472"
"1228","-105.704277, 32.951222"
"1229","-105.704, 32.950861"
"1230","-106.762708, 32.209781"
"1231","-106.762475, 32.209287"
"1232","-106.762392, 32.209585"
"1233","-105.821647, 32.940069"
"1234","-105.821572, 32.939864"
"1235","-105.821697, 32.939961"
"1236","-105.821586, 32.940444"
"1237","-105.822277, 32.940305"
"1238","-105.822278, 32.940361"
"1239","-105.937388, 32.979361"
"1240","-105.934638, 32.98125"
"1241","-105.932444, 32.979888"
"1242","-105.930583, 32.979583"
"1243","-105.930583, 32.979583"
"1244","-105.48475, 32.889889"
"1245","-105.743593, 32.709817"
"1246","-105.775278, 32.75"
"1247","-106.08978, 32.366691"
"1248","-105.973972, 33.09425"
"1249","-106.006147, 33.077244"
"1250","-105.978028, 33.086806"
"1251","-107.572349, 32.920195"
"1252","-107.572544, 32.920217"
"1253","-107.572643, 32.920196"
"1254","-107.572349, 32.920195"
"1255","-107.572349, 32.920195"
"1256","-107.289194, 33.120996"
"1257","-107.296367, 33.119448"
"1258","-107.299469, 33.114246"
"1259","-107.290246, 33.118567"
"1260","-107.287038, 33.121294"
"1261","-106.615278, 32.046944"
"1262","-106.61511, 32.043351"
"1263","-106.61511, 32.043348"
"1264","-104.691689, 34.932019"
"1265","-108.812196, 31.948961"
"1266","-108.809403, 31.950473"
"1267","-108.809889, 31.951652"
"1268","-108.812808, 31.949047"
"1269","-108.810649, 31.95159"
"1270","-108.810649, 31.95159"
"1271","-108.810649, 31.95159"
"1272","-108.808647, 31.951567"
"1273","-108.810649, 31.95159"
"1274","-108.811553, 31.934787"
"1275","-103.098263, 32.712053"
"1276","-103.097222, 32.7125"
"1277","-103.096318, 32.712053"
"1278","-103.098263, 32.71122"
"1279","-103.096596, 32.71122"
"1280","-103.089929, 32.708442"
"1281","-106.588689, 32.440794"
"1282","-106.656884, 32.432329"
"1283","-106.656884, 32.432329"
"1284","-107.889117, 36.930293"
"1285","-107.888056, 36.93"
"1286","-107.033653, 32.692039"
"1287","-107.033844, 32.69173"
"1288","-107.034462, 32.692108"
"1289","-107.033844, 32.69173"
"1290","-106.79282, 32.351223"
"1291","-106.74864, 32.261449"
"1292","-106.739573, 32.263641"
"1293","-106.743601, 32.261878"
"1294","-106.738321, 32.264153"
"1295","-106.777763, 32.254325"
"1296","-105.671, 33.395972"
"1297","-105.508416, 33.529997"
"1298","-105.506756, 33.524736"
"1299","-105.506586, 33.530528"
"1300","-105.507158, 33.530369"
"1301","-105.508416, 33.529997"
"1302","-105.867555, 33.616527"
"1303","-105.868333, 33.617"
"1304","-105.865111, 33.634306"
"1305","-105.848056, 33.634167"
"1306","-105.86625, 33.619555"
"1307","-105.865111, 33.634305"
"1308","-106.728831, 35.030672"
"1309","-106.614738, 32.068012"
"1310","-106.614986, 32.067799"
"1311","-106.615535, 32.06778"
"1312","-106.614986, 32.067681"
"1313","-106.634659, 32.068897"
"1314","-106.73856, 35.193826"
"1315","-106.703983, 35.204895"
"1316","-106.712429, 35.217262"
"1317","-106.73975, 35.203842"
"1318","-106.729027, 35.193058"
"1319","-106.712429, 35.217262"
"1320","-106.73975, 35.203842"
"1321","-106.73856, 35.193826"
"1322","-106.729027, 35.193058"
"1323","-106.703983, 35.204895"
"1324","-106.756667, 35.206944"
"1325","-106.756667, 35.206944"
"1326","-106.316185, 35.158686"
"1327","-106.319469, 35.146989"
"1328","-105.66575, 32.963388"
"1329","-106.062833, 36.074916"
"1330","-106.868917, 35.071753"
"1331","-106.758083, 35.0685"
"1332","-105.940633, 36.003793"
"1333","-106.376709, 35.124458"
"1334","-106.376755, 35.127189"
"1335","-106.359943, 35.118693"
"1336","-103.168491, 32.859495"
"1337","-103.168804, 32.859502"
"1338","-105.640111, 33.310361"
"1339","-105.638972, 33.309917"
"1340","-106.645194, 35.218888"
"1341","-106.645083, 35.218955"
"1342","-107.91779, 36.900898"
"1343","-107.916388, 36.900833"
"1344","-107.24402, 33.18264"
"1345","-107.24391, 33.18261"
"1346","-107.243416, 33.182549"
"1347","-106.767388, 34.690444"
"1348","-106.77275, 34.690611"
"1349","-104.449805, 33.297083"
"1350","-104.449755, 33.296805"
"1351","-104.519413, 33.390655"
"1352","-104.545803, 33.383432"
"1353","-104.525524, 33.371488"
"1354","-104.537192, 33.398432"
"1355","-104.600786, 33.396061"
"1356","-104.600797, 33.396886"
"1357","-104.514414, 33.36135"
"1358","-104.533544, 33.377494"
"1359","-104.534572, 33.358863"
"1360","-104.541967, 33.361131"
"1361","-104.541342, 33.369428"
"1362","-104.584036, 33.395883"
"1363","-104.535861, 33.273694"
"1364","-104.535736, 33.266644"
"1365","-104.535644, 33.259575"
"1366","-104.535614, 33.252511"
"1367","-104.544722, 33.297953"
"1368","-104.551989, 33.294681"
"1369","-104.514492, 33.312172"
"1370","-104.514547, 33.31925"
"1371","-104.53108, 33.312075"
"1372","-104.532531, 33.319111"
"1373","-104.418856, 33.398432"
"1374","-104.385244, 33.397878"
"1375","-104.643877, 33.295202"
"1376","-104.630714, 33.295122"
"1377","-104.541786, 33.3206"
"1378","-104.541967, 33.361131"
"1379","-104.533544, 33.377494"
"1380","-104.541342, 33.369428"
"1381","-104.514492, 33.312172"
"1382","-104.530928, 33.312039"
"1383","-104.534572, 33.358864"
"1384","-104.514547, 33.31925"
"1385","-104.584036, 33.395883"
"1386","-104.532531, 33.319111"
"1387","-104.424972, 32.834666"
"1388","-104.716636, 34.948583"
"1389","-107.239134, 33.173459"
"1390","-105.578621, 36.444748"
"1391","-105.598928, 36.457858"
"1392","-105.578621, 36.444748"
"1393","-105.607872, 36.458163"
"1394","-106.686555, 34.851166"
"1395","-105.169077, 35.207505"
"1396","-106.843545, 32.258522"
"1397","-106.843339, 32.258348"
"1398","-106.542214, 31.819274"
"1399","-105.557527, 34.696"
"1400","-105.558527, 34.701444"
"1401","-105.561805, 34.701472"
"1402","-105.560055, 34.696027"
"1403","-105.375, 34.625"
"1404","-105.558527, 34.701444"
"1405","-105.560055, 34.696027"
"1406","-105.2534, 35.910316"
"1407","-107.333555, 32.598908"
"1408","-107.248242, 32.614819"
"1409","-107.191686, 32.607303"
"1410","-107.169296, 32.669791"
"1411","-107.165061, 32.486839"
"1412","-107.165061, 32.653506"
"1413","-107.165061, 32.653506"
"1414","-107.165061, 32.653506"
"1415","-107.165061, 32.653506"
"1416","-106.78418, 35.056548"
"1417","-106.785051, 35.061167"
"1418","-106.774171, 32.320649"
"1419","-106.760559, 32.31565"
"1420","-106.749448, 32.317038"
"1421","-106.746667, 32.3125"
"1422","-106.753059, 32.322315"
"1423","-106.766393, 32.341482"
"1424","-106.771116, 32.344815"
"1425","-106.747222, 32.305"
"1426","-106.762781, 32.33676"
"1427","-106.755281, 32.309261"
"1428","-106.755281, 32.31565"
"1429","-106.759444, 32.3325"
"1430","-106.802778, 32.301667"
"1431","-106.766948, 32.273984"
"1432","-106.807783, 32.326204"
"1433","-106.771115, 32.301205"
"1434","-106.792782, 32.335371"
"1435","-106.762503, 32.292038"
"1436","-106.740836, 32.304538"
"1437","-106.778056, 32.34"
"1438","-106.778889, 32.283333"
"1439","-106.758056, 32.342222"
"1440","-106.749722, 32.331111"
"1441","-106.740833, 32.316389"
"1442","-106.811389, 32.301667"
"1443","-106.671944, 32.417222"
"1444","-106.671944, 32.424167"
"1445","-106.780169, 32.284281"
"1446","-106.765928, 32.341125"
"1447","-106.767336, 32.305675"
"1448","-106.748633, 32.307714"
"1449","-106.79555, 32.291461"
"1450","-106.760559, 32.31565"
"1451","-106.748889, 32.316944"
"1452","-106.746667, 32.3125"
"1453","-106.766393, 32.341482"
"1454","-106.754722, 32.309167"
"1455","-106.755281, 32.31565"
"1456","-106.802778, 32.301667"
"1457","-106.766948, 32.273984"
"1458","-106.807222, 32.326111"
